Series Name,Series Code,Country Name,Country Code,1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.37900018692017,7.72399997711182,7.91400003433228,8.17800045013428,8.40900039672852,8.59099960327148,8.57699966430664,8.52499961853027,8.47700023651123,8.44900035858154,8.47599983215332,9.32600021362305,9.25300025939941,9.39700031280518,8.48700046539307,9.33199977874756,10.0900001525879,11.7340002059937,11.1110000610352,11.5710000991821,10.96399974823,10.0469999313354,9.62199974060059,8.64500045776367,8.66600036621094,8.85400009155273,9.04199981689453
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49.2309989929199,48.8499984741211,48.6759986877441,48.6790008544922,48.7680015563965,48.859001159668,48.9469985961914,48.9970016479492,48.9679985046387,48.8400001525879,48.632999420166,48.3720016479492,48.0919990539551,47.4249992370605,46.2150001525879,45.2449989318848,44.351001739502,43.7089996337891,43.242000579834,43.0690002441406,42.1769981384277,43.4990005493164,45.0099983215332,39.2000007629395,38.6319999694824,38.9010009765625,38.8429985046387
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,55.2050018310547,53.7519989013672,52.310001373291,50.882999420166,49.4710006713867,48.0750007629395,46.6640014648438,45.2799987792969,43.935001373291,42.6389999389648,41.3959999084473,40.1769981384277,39.0110015869141,37.9109992980957,36.8899993896484,35.9480018615723,36.0530014038086,36.2150001525879,36.3889999389648,36.5110015869141,36.5369987487793,36.4640007019043,36.2980003356934,36.064998626709,35.8009986877441,35.7210006713867,35.6450004577637
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,85.1999969482422,85.0979995727539,84.8659973144531,84.6679992675781,84.3140029907227,83.8850021362305,83.495002746582,82.870002746582,82.6309967041016,81.9469985961914,81.2089996337891,80.9229965209961,80.427001953125,79.9570007324219,78.9889984130859,78.3529968261719,77.4729995727539,76.4509963989258,75.9520034790039,75.8970031738281,74.5979995727539,73.4449996948242,72.870002746582,72.1809997558594,71.625,71.4940032958984,71.3369979858398
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,41.1689987182617,41.923999786377,41.5439987182617,41.4339981079102,41.3489990234375,41.7929992675781,41.2000007629395,40.8549995422363,37.1790008544922,36.6199989318848,37.1759986877441,38.0989990234375,38.3969993591309,37.6650009155273,37.3819999694824,36.1430015563965,34.2159996032715,32.8279991149902,31.4990005493164,30.1529998779297,30.2159996032715,29.7970008850098,30.5919990539551,30.1879997253418,30.4750003814697,30.8799991607666,31.2999992370605
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,23.2119998931885,23.9109992980957,24.6399993896484,25.2689990997314,25.6669998168945,25.7530002593994,25.1539993286133,24.69700050354,24.4169998168945,24.4060001373291,24.6800003051758,24.8999996185303,25.4939994812012,26.2980003356934,26.2859992980957,25.9540004730225,25.4519996643066,25.1359996795654,25.1660003662109,26.5639991760254,27.3950004577637,27.2819995880127,27.4300003051758,28.2569999694824,28.9710006713867,29.3899993896484,29.3239994049072
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46.9519996643066,46.4109992980957,46.1399993896484,45.9860000610352,45.7449989318848,45.3199996948242,44.7630004882813,44.0919990539551,43.367000579834,42.6619987487793,42.0149993896484,41.3839988708496,40.7550010681152,38.4739990234375,36.3059997558594,36.1570014953613,35.9910011291504,36.3400001525879,36.8409996032715,37.4059982299805,35.640998840332,36.4199981689453,33.5219993591309,35.6829986572266,35.6300010681152,35.6430015563965,35.7369995117188
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,82.8840026855469,82.7870025634766,82.5739974975586,82.3190002441406,81.8119964599609,81.370002746582,80.8779983520508,80.3470001220703,80.0899963378906,79.4290008544922,78.8980026245117,78.338996887207,77.7269973754883,77.0830001831055,76.4169998168945,75.6940002441406,74.8170013427734,74.088996887207,73.3619995117188,72.7210006713867,71.9929962158203,71.3830032348633,70.8349990844727,70.245002746582,69.7389984130859,69.7470016479492,69.6959991455078
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,53.3520011901855,51.2410011291504,49.3040008544922,47.4309997558594,45.4249992370605,43.1650009155273,40.6710014343262,39.4220008850098,39.5519981384277,34.5279998779297,31.7730007171631,31.1529998779297,34.6380004882813,33.2859992980957,30.7600002288818,31.3269996643066,33.6839981079102,36.7799987792969,36.5830001831055,36.1549987792969,37.3330001831055,33.7360000610352,36.0260009765625,36.2109985351563,37.435001373291,37.8330001831055,37.3390007019043
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.3129997253418,17.6280002593994,17.6690006256104,17.6450004577637,17.5799999237061,17.5380001068115,17.4610004425049,17.6149997711182,17.6079998016357,17.7479991912842,17.8540000915527,17.625,17.576000213623,17.6620006561279,17.7129993438721,17.6439990997314,17.576000213623,17.496000289917,17.5139999389648,17.5620002746582,17.6499996185303,17.826000213623,18.0240001678467,18.2320003509521,18.4270000457764,18.5739994049072,18.7399997711182
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62.6290016174316,62.1790008544922,61.640998840332,61.0800018310547,60.5740013122559,60.1599998474121,59.7770004272461,59.4790000915527,59.2459983825684,59.0349998474121,56.4949989318848,53.9300003051758,51.4309997558594,49.0169982910156,46.6769981384277,44.3880004882813,42.1080017089844,39.8919982910156,37.7610015869141,37.8009986877441,37.8450012207031,37.8269996643066,37.7900009155273,37.7610015869141,37.5589981079102,37.640998840332,37.7309989929199
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.673999786377,34.6539993286133,34.6370010375977,34.6189994812012,34.5970001220703,34.5699996948242,34.5429992675781,34.515998840332,34.4970016479492,34.4980010986328,34.5209999084473,34.5589981079102,34.6080017089844,34.6619987487793,34.7120018005371,34.7550010681152,34.7970008850098,34.8339996337891,34.8540000915527,34.8429985046387,34.7949981689453,34.6399993896484,34.4199981689453,34.1590003967285,33.8889999389648,33.8610000610352,33.8699989318848
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.9139995574951,15.4040002822876,15.8640003204346,16.3770008087158,16.9479999542236,17.3549995422363,17.988000869751,18.5230007171631,19.0170001983643,19.511999130249,20.0510005950928,20.4230003356934,20.8369998931885,21.4080009460449,21.8509998321533,22.306999206543,22.6280002593994,22.9200000762939,23.1520004272461,23.326000213623,23.4829998016357,21.8379993438721,22.8339996337891,22.4109992980957,21.7950000762939,21.738000869751,21.757999420166
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Lithuania,LTU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,45.2410011291504,43.8709983825684,42.685001373291,41.5800018310547,40.3979988098145,39.048999786377,37.431999206543,35.6549987792969,34.3380012512207,37.2630004882813,32.7249984741211,28.121000289917,28.2980003356934,29.4769992828369,19.44700050354,20.4589996337891,22.7929992675781,22.2770004272461,25.2490005493164,25.8729991912842,25.4209995269775,24.3430004119873,26.2199993133545,27.003999710083,31.0160007476807,31.5170001983643,31.8549995422363
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Luxembourg,LUX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44.4679985046387,49.7280006408691,49.4000015258789,45.2960014343262,44.4609985351563,39.7589988708496,38.2760009765625,35.1380004882813,33.310001373291,31.5470008850098,30.4729995727539,31.6609992980957,31.0499992370605,29.4090003967285,26.6089992523193,25.3999996185303,25.2259998321533,22.8169994354248,27.8950004577637,29.8400001525879,22.7399997711182,23.4820003509521,24.9619998931885,22.1749992370605,24.5669994354248,24.7269992828369,24.8409996032715
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,47.3639984130859,46.9749984741211,45.7910003662109,51.1419982910156,52.2039985656738,48.6199989318848,55.4900016784668,51.8310012817383,49.6549987792969,47.1689987182617,44.9700012207031,48.1790008544922,43.7060012817383,40.6199989318848,40.5660018920898,43.742000579834,43.6279983520508,47.5880012512207,48.6650009155273,51.2809982299805,50.9129981994629,49.7309989929199,45.5629997253418,47.148998260498,46.3330001831055,46.2729988098145,46.068000793457
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,"Macedonia, FYR",MKD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.6730003356934,35.6980018615723,36.6059989929199,37.5670013427734,37.5929985046387,37.6240005493164,37.439998626709,35.423999786377,33.507999420166,31.7070007324219,30.7119998931885,29.757999420166,28.8549995422363,29.9599990844727,26.9139995574951,27.4969997406006,29.5359992980957,27.7609996795654,28.1359996795654,26.0939998626709,23.8190002441406,23.7369995117188,25.8020000457764,26.6490001678467,24.761999130249,24.9290008544922,25.0559997558594
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Madagascar,MDG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73.6780014038086,73.5960006713867,73.5059967041016,73.4459991455078,73.463996887207,73.5810012817383,73.7990036010742,74.0960006713867,74.3899993896484,74.5749969482422,74.5979995727539,74.4710006713867,74.1989974975586,73.8399963378906,73.4879989624023,73.1969985961914,74.4199981689453,75.6679992675781,76.9079971313477,78.0960006713867,79.2099990844727,77.4440002441406,75.4410018920898,75.0810012817383,74.7440032958984,74.7109985351563,74.6969985961914
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Malawi,MWI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,59.6669998168945,59.359001159668,59.0620002746582,58.7859992980957,58.5390014648438,58.3170013427734,58.0660018920898,57.851001739502,57.6529998779297,59.4850006103516,61.2830009460449,63.0180015563965,64.7369995117188,66.4580001831055,68.1790008544922,69.8720016479492,67.5230026245117,65.0940017700195,66.0719985961914,65.1179962158203,64.140998840332,63.1380004882813,62.1139984130859,61.076000213623,60.8339996337891,60.7400016784668,60.6430015563965
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Malaysia,MYS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,42.0320014953613,41.5709991455078,41.1669998168945,40.8030014038086,40.4459991455078,40.0750007629395,39.6990013122559,39.318000793457,38.9469985961914,39.0929985046387,40.8349990844727,39.8390007019043,38.8979988098145,37.9449996948242,36.9589996337891,35.9599990844727,34.9720001220703,34.0260009765625,33.7459983825684,32.7799987792969,31.7329998016357,32.5209999084473,32.064998626709,32.7369995117188,32.4990005493164,32.5139999389648,32.4809989929199
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18.2409992218018,18.992000579834,19.7889995574951,20.6140003204346,21.4270000457764,22.1979999542236,23.6919994354248,25.1639995574951,26.6730003356934,28.3120002746582,30.1399993896484,32.6679992675781,35.390998840332,38.2569999694824,41.1990013122559,44.1710014343262,47.1720008850098,47.3930015563965,47.6150016784668,47.8269996643066,48.0190010070801,48.3680000305176,48.693000793457,48.9819984436035,49.2130012512207,49.3810005187988,49.4809989929199
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Mali,MLI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.9750003814697,31.05299949646,31.0629997253418,31.0289993286133,30.9860000610352,30.9559993743896,30.9489994049072,30.951000213623,30.9599990844727,30.9750003814697,30.9930000305176,31.0240001678467,31.0599994659424,31.1000003814697,31.1399993896484,33.5009994506836,35.9819984436035,38.5709991455078,41.2560005187988,44.0219993591309,46.8419990539551,47.0480003356934,47.2719993591309,47.4900016784668,47.6730003356934,47.8370018005371,48
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Malta,MLT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,67.6729965209961,65.1620025634766,62.0219993591309,61.0180015563965,60.7960014343262,61.9379997253418,61.9850006103516,61.367000579834,61.6339988708496,60.8499984741211,59.560001373291,61.0960006713867,58.4830017089844,56.3779983520508,50.2519989013672,52.023998260498,48.3619995117188,49.8619995117188,48.5470008850098,44.7369995117188,43.6769981384277,43.5050010681152,44.4539985656738,46.0719985961914,47.4259986877441,48.2820014953613,48.9249992370605
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Mauritania,MRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.3020000457764,21.2290000915527,21.1439990997314,21.0470008850098,20.9389991760254,20.8239994049072,20.7019996643066,20.5750007629395,20.443000793457,20.3050003051758,20.1609992980957,20.0130004882813,19.863000869751,19.7140007019043,19.5739994049072,19.4449996948242,19.3229999542236,19.2089996337891,19.1019992828369,19.0009994506836,18.9050006866455,18.8139991760254,18.7269992828369,18.6380004882813,18.5450000762939,18.5590000152588,18.576000213623
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Mauritius,MUS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,37.8300018310547,37.6629981994629,37.5250015258789,37.3940010070801,37.25,37.0830001831055,36.5410003662109,36.1240005493164,35.9519996643066,35.9860000610352,36.0719985961914,36,35.8660011291504,35.5530014038086,35.1150016784668,35.1279983520508,36.1059989929199,36.2599983215332,34.173999786377,33.173999786377,35.2169990539551,34.6030006408691,34.9739990234375,34.2560005187988,34.7709999084473,34.9860000610352,35.0480003356934
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Mexico,MEX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34.7109985351563,34.7389984130859,35.4770011901855,36.2789993286133,36.1559982299805,37.5349998474121,36.2089996337891,36.9280014038086,37.6269989013672,36.7649993896484,36.5200004577637,35.060001373291,34.234001159668,32.7070007324219,33.5750007629395,33.8380012512207,34.7849998474121,34.4710006713867,34.8660011291504,32.6459999084473,33.7070007324219,33.1570014953613,34.2620010375977,33.8059997558594,33.9119987487793,34.0219993591309,34.1459999084473
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,"Micronesia, Fed. Sts.",FSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Moldova,MDA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,51.2700004577637,49.5449981689453,48.0540008544922,46.6080017089844,45.0040016174316,43.189998626709,41.25,39.2550010681152,37.2519989013672,35.2719993591309,33.3209991455078,30.9489994049072,30.5879993438721,22.9220008850098,21.628999710083,21.1900005340576,20.3819999694824,18.1459999084473,18.7099990844727,19.2759990692139,19.5429992675781,20.3110008239746,17.9489994049072,18.1469993591309,18.1079998016357,18.3150005340576,18.4969997406006
"Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)",SL.TLF.ACTI.1524.FE.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
